final_sentence,grammar_score,coherence_score,word,sentence_meaning
Do you want some chocolate?,1.0,1,chocolate,초콜릿 먹을래?
I want gum and jam.,1.01,1,gum,나는 껌과 잼을 원해요.
I have snacks.,0.98,1,snack,간식이 있어요.
I want cookies because they are our cookies.,0.98,1,cookie,저는 쿠키를 원해요. 왜냐하면 그것이 우리의 쿠키이기 때문이죠.
You like cake and want cookies.,1.0,1,cake,당신은 케이크를 좋아하고 쿠키를 원합니다.
I want milk because I’m thirsty.,0.96,1,milk,목이 마르니까 우유를 마시고 싶어요.
I don’t like corn.,1.01,1,corn,나는 옥수수를 좋아하지 않는다.
I want milk and cream.,1.01,1,cream,우유와 크림을 원해요.
Do you want doughnuts? This is a lemon.,0.98,0,doughnut,도넛 먹을래? 이건 레몬이야.
"I’m eating breakfast, lunch, and dinner.",0.99,1,eat,"저는 아침, 점심, 저녁을 다 먹어요."
Here is some glue and pencils.,0.87,1,glue,여기에 접착제와 연필이 있습니다.
They're beautiful gifts from my grandmother.,0.84,1,beautiful,할머니께서 주신 아름다운 선물이에요.
She’s cute and pretty like her sister.,1.01,1,cute,그녀는 언니처럼 귀엽고 예쁘네요.
"He's handsome, she's cute, they're all beautiful.",0.82,1,handsome,"그는 잘생겼고, 그녀는 귀엽고, 모두 아름다워요."
You’re pretty and I like this color.,1.01,1,pretty,너는 예쁘고 이 색깔이 맘에 들어.
It’s hot in the afternoon and I want a hot dog.,0.9,1,hot,오후에는 날씨가 더운데 핫도그를 먹고 싶어요.
I’m happy when I’m eating.,0.95,1,happy,나는 먹을 때 행복해요.
You are sick.,0.84,1,sick,당신은 아프다.
You're kind and pretty just like me.,0.87,1,kind,당신은 나처럼 친절하고 예쁘네요.
I don’t like cloudy days.,0.88,1,cloudy,나는 흐린 날씨를 좋아하지 않는다.
It's rainy and windy outside today.,0.87,1,rainy,오늘은 비가 내리고 바람이 불어요.
I want an umbrella on rainy days.,1.0,1,umbrella,비오는 날에는 우산이 필요해요.
"Look at the sky, we see clouds.",0.76,1,sky,"하늘을 보세요, 구름이 보이네요."
Look at the sun when it's very bright.,0.91,1,sun,아주 밝을 때 태양을 보세요.
We see clouds in the gray sky.,1.01,1,cloud,우리는 회색 하늘에 구름을 봅니다.
Look at the stars in the sky.,0.87,1,star,하늘의 별을 보세요.
It’s sunny in the morning and afternoon.,0.99,1,sunny,아침과 오후에는 맑아요.
"It's spring, summer, fall, and winter.",0.9,1,spring,"봄, 여름, 가을, 겨울이 있습니다."
It's sunny because it’s summer.,0.99,1,summer,여름이라서 맑아요.
"It’s winter, It’s cold, It’s fall, or spring.",0.89,1,winter,겨울이에요. 추워요. 가을이에요. 아니면 봄이에요.
It's cold at night because it’s winter.,0.97,1,cold,겨울이라 밤에는 추워요.
I don’t like rainy weather days.,1.0,1,weather,나는 비오는 날씨를 좋아하지 않는다.
It’s windy.,0.98,1,windy,바람이 많이 불어요.
It’s fall; It’s spring; It’s winter; it’s cold.,0.85,1,fall,가을이에요. 봄이에요. 겨울이에요. 추워요.
They are talking while touching their hand.,0.99,1,talk,그들은 손을 만지면서 이야기를 나누고 있습니다.
Let's sing a song.,1.01,1,sing,노래를 부르자.
I have a watch and look at the sea.,0.98,1,watch,나는 시계를 가지고 바다를 바라본다.
Sit down and be quiet now.,0.88,1,do,앉아서 조용히 있으세요.
"I’m a cook, I can make cookies.",0.98,1,make,저는 요리사라서 쿠키를 만들 수 있어요.
You can ask the questions while touching your body parts.,0.95,1,ask,신체 부위를 만지면서 질문할 수 있습니다.
I can’t build the house.,1.01,1,build,나는 집을 지을 수 없습니다.
I can buy this doll.,1.01,1,buy,이 인형을 살 수 있어요.
I have a dog.,0.99,1,have,나는 개를 키운다.
I want milk and gum.,1.01,1,want,우유와 껌을 원해요.
They read books and find my book.,0.76,1,read,그들은 책을 읽다가 내 책을 찾아낸다.
"On Monday, I go to the pool.",1.01,1,Monday,월요일에는 수영장에 가요.
Tomorrow is Tuesday. Tomorrow is Tuesday.,0.8,1,Tuesday,내일은 화요일이다. 내일은 화요일이다.
"Yesterday was Sunday, and today is Monday.",0.87,1,Sunday,"어제는 일요일이었고, 오늘은 월요일입니다."
Today is a holiday.,0.85,1,holiday,오늘은 공휴일입니다.
It's sunny outside this holiday morning.,0.85,1,day,오늘 휴일 아침은 날씨가 맑네요.
